Id,organism,seedid,kingdom,phylum,mclass,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,phenotype,imgid,ncbiid,platform,kbaseid
bio/PROAC,"""Propionibacterium acidipropionici ATCC 4875""","""Propionibacterium acidipropionici ATCC 4875 (1171373.8)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,929,1382,1055,chenry,2016-04-15,,2521172602.0,1171373.0,dcs:DataCollectionPlatformKbase,kb|g.25121
bio/PROAC,"""Propionibacterium acnes KPA171202""","""Propionibacterium acnes KPA171202 (267747.1)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,793,1323,1003,Laura Kutt,2016-06-02,,637000215.0,267747.0,dcs:DataCollectionPlatformKbase,kb|g.580
bio/PROAV,"""Propionibacterium avidum 44067""","""Propionibacterium avidum 44067 (1170318.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,783,1253,987,chenry,2016-04-15,,2541047023.0,1170318.0,dcs:DataCollectionPlatformKbase,kb|g.30858
bio/PROFR,"""Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1""","""Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1 (754252.3)""",Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,dcs:OxygenRequirementStatusAerotolerant,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,638,1180,931,chenry,2014-09-10,,649633084.0,754252.0,dcs:DataCollectionPlatformKbase,kb|g.3231
bio/PROGR,"""Propionibacterium granulosum DSM 20700 ""","""nan""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,549,1169,946,chenry,2016-04-15,,2602041680.0,1160719.0,dcs:DataCollectionPlatformKbase,kb|g.207782
bio/PROJE,"""Propionibacterium jensenii DSM 20535""","""nan""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,768,1283,1032,chenry,2016-04-15,,,1122997.0,dcs:DataCollectionPlatformKbase,kb|g.207245
bio/PROPR,"""Propionibacterium propionicum F0230a""","""Propionibacterium propionicum F0230a (767029.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,784,1313,1032,chenry,2016-04-15,,2540341165.0,767029.0,dcs:DataCollectionPlatformModelSEED,kb|g.27741
bio/PROMI,"""Proteus mirabilis ATCC 29906""","""Proteus mirabilis ATCC 29906 (525369.4)""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypefermentative_respiratory,dcs:BacteriaGramStainTypeNegative,,1017,1566,1109,,,,,525369.0,dcs:DataCollectionPlatformModelSEED,kb|g.2021
bio/PROPE,"""Proteus penneri ATCC 35198""","""nan""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_respiratory,dcs:BacteriaGramStainTypeNegative,,2539,1512,1100,Laura Kutt,2016-04-18,,,471881.0,dcs:DataCollectionPlatformModelSEED,kb|g.1703
bio/PROAL,"""Providencia alcalifaciens DSM 30120""","""Providencia alcalifaciens DSM 30120 (520999.6)""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_or_respiratory_various_carbohydrates_and_amino_acids_used,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,921,1471,1015,Ines Thiele,2012-06-25,1.0,642979317.0,520999.0,dcs:DataCollectionPlatformModelSEED,
bio/PRORE,"""Providencia rettgeri DSM 1131""","""Providencia rettgeri DSM 1131 (521000.6)""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_or_respiratory_various_carbohydrates_and_amino_acids_used,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,1143,1869,1268,Ines Thiele,2012-06-25,2.0,2562617097.0,521000.0,dcs:DataCollectionPlatformKbase,
bio/PRORU,"""Providencia rustigianii DSM 4541""","""Providencia rustigianii DSM 4541 (500637.6)""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_or_respiratory_various_carbohydrates_and_amino_acids_used,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,1829,1475,1013,Ines Thiele,2012-06-25,2.0,642979318.0,500637.0,dcs:DataCollectionPlatformKbase,
bio/PROST,"""Providencia stuartii ATCC 25827""","""Providencia stuartii ATCC 25827 (471874.6)""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_or_respiratory_various_carbohydrates_and_amino_acids_used,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,991,1589,1063,Ines Thiele,2012-06-25,1.0,641736172.0,471874.0,dcs:DataCollectionPlatformKbase,
bio/PSERU,"""Pseudobutyrivibrio ruminis AD2017""","""nan""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,,622,1176,941,Laura Kutt,2016-04-18,,,1280694.0,dcs:DataCollectionPlatformKbase,kb|g.208698
bio/PSECA,"""Pseudoflavonifractor capillosus strain ATCC 29799""","""Bacteroides capillosus ATCC 29799 (411467.6)""",Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,Pseudoflavonifractor,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic_some_carbohydrates_may_be_weakly_fermented,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,679,1638,1193,Ines Thiele,2012-04-20,3.0,640963014.0,411467.0,dcs:DataCollectionPlatformKbase,
bio/PSEAI,"""Pseudomonas aeruginosa NCGM2.S1""","""Pseudomonas aeruginosa NCGM2.S1 (1089456.3)""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeStrictly_respiratory_amino_acids_carbohydrates_and_fatty_acids_utilized,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,1242,1629,1138,Eugen Bauer,2014-08-03,1.0,2511231165.0,1089456.0,dcs:DataCollectionPlatformKbase,
bio/PSEAL,"""Pseudomonas alcaliphila 34""","""Pseudomonas alcaliphila 34 (1248438.3)""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,,1224,1659,1179,Laura Kutt,2016-04-19,,2551306666.0,1248438.0,dcs:DataCollectionPlatformKbase,kb|g.25866
bio/PSEFL,"""Pseudomonas fluorescens PfO-1""","""Pseudomonas fluorescens Pf0-1 (205922.5)""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,,1286,1677,1228,,,,,205922.0,dcs:DataCollectionPlatformKbase,kb|g.353
bio/PSEMO,"""Pseudomonas monteilii NBRC 103158 = DSM 14164""","""nan""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,,1269,1663,1228,Laura Kutt,2016-04-19,,,1215110.0,dcs:DataCollectionPlatformModelSEED,kb|g.242449
bio/PSEMO,"""Pseudomonas monteilii QM""","""Pseudomonas monteilii QM (1123524.3)""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,,1352,1713,1241,,,,,1123524.0,dcs:DataCollectionPlatformModelSEED,kb|g.24403
bio/PSENI,"""Pseudomonas nitroreducens HBP1""","""nan""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,,1480,1635,1222,Laura Kutt,2016-04-19,,2579779010.0,1437882.0,dcs:DataCollectionPlatformKbase,kb|g.214879
bio/PSEOL,"""Pseudomonas oleovorans MOIL14HWK12""","""nan""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,,1152,1643,1222,Laura Kutt,2016-04-19,,,1033992.0,dcs:DataCollectionPlatformKbase,kb|g.206609
bio/PSEPU,"""Pseudomonas putida F1""","""Pseudomonas putida F1 (351746.6)""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,,1290,1718,1259,,,,,351746.0,dcs:DataCollectionPlatformKbase,kb|g.1033
bio/PSEST,"""Pseudomonas stutzeri DSM 4166""","""Pseudomonas stutzeri DSM 4166 (996285.3)""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,,1098,1607,1165,,,,,996285.0,dcs:DataCollectionPlatformKbase,kb|g.3863
bio/PSEAL,"""Pseudoramibacter alactolyticus ATCC 23263""","""Pseudoramibacter alactolyticus ATCC 23263 (887929.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,731,1117,924,Laura Kutt,2016-04-18,,,887929.0,dcs:DataCollectionPlatformKbase,kb|g.3589
bio/PYRPI,"""Pyramidobacter piscolens W5455""","""Pyramidobacter piscolens W5455 (352165.3)""",Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,,693,1164,931,Laura Kutt,2016-04-19,,647000302.0,352165.0,dcs:DataCollectionPlatformKbase,kb|g.1034
bio/RALSP,"""Ralstonia sp. 5_7_47FAA""","""Ralstonia sp. 5_7_47FAA (658664.3)""",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeStrictly_aerobic_respiratory,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,1137,1485,1065,Ines Thiele,2012-06-29,1.0,649989994.0,658664.0,dcs:DataCollectionPlatformModelSEED,
bio/RAOPL,"""Raoultella planticola ATCC 33531""","""nan""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_respiratory,dcs:BacteriaGramStainTypeNegative,,1483,1918,1279,Laura Kutt,2016-04-18,,2588253798.0,1005996.0,dcs:DataCollectionPlatformModelSEED,kb|g.242501
bio/RHOEQ,"""Rhodococcus equi  NBRC 101255 = C 701""","""nan""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,,1120,1526,1120,Laura Kutt,2016-05-29,,,525370.0,dcs:DataCollectionPlatformModelSEED,kb|g.208134
bio/RHOEQ,"""Rhodococcus equi ATCC 33707""","""Rhodococcus equi ATCC 33707 (525370.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,,1245,1572,1137,chenry,2016-04-15,,2565956795.0,1219013.0,dcs:DataCollectionPlatformModelSEED,kb|g.26854
bio/RHOER,"""Rhodococcus erythropolis PR4""","""Rhodococcus erythropolis PR4 (234621.6)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,1414,1585,1152,,,,,234621.0,dcs:DataCollectionPlatformKbase,kb|g.461
bio/RHORH,"""Rhodococcus rhodochrous ATCC 21198""","""nan""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,,1274,1558,1170,chenry,2016-04-15,,,1429046.0,dcs:DataCollectionPlatformKbase,kb|g.214743
bio/ROSHO,"""Roseburia hominis A2-183""","""Roseburia hominis A2-183 (585394.18)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_acetate_converted_to_butyrate,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,730,1150,919,chenry,2014-09-10,,2511231128.0,585394.0,dcs:DataCollectionPlatformModelSEED,kb|g.26995
bio/ROSIN,"""Roseburia intestinalis L1-82""","""Roseburia intestinalis L1-82 (536231.5)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_acetate_converted_to_butyrate,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,756,2095,1311,Ines Thiele,2012-06-25,1.0,2562617159.0,536231.0,dcs:DataCollectionPlatformModelSEED,
bio/ROSIN,"""Roseburia inulinivorans DSM 16841""","""Roseburia inulinivorans DSM 16841 (622312.4)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_acetate_converted_to_butyrate,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,681,2063,1304,Ines Thiele,2012-06-25,4.0,643886006.0,622312.0,dcs:DataCollectionPlatformModelSEED,
bio/ROSMU,"""Roseomonas mucosa ATCC BAA-692""","""nan""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_non-fermentative,dcs:BacteriaGramStainTypeNegative,,1213,1572,1188,Laura Kutt,2016-04-18,,,1448136.0,dcs:DataCollectionPlatformModelSEED,kb|g.242544
bio/ROTAE,"""Rothia aeria F0474""","""Rothia aeria F0474 (1125724.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,dcs:OxygenRequirementStatusObligate_aerobe,dcs:MicrobialMetabolismType_Saccharolytic_respiratory,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,574,1044,845,chenry,2016-04-15,,2513237283.0,1125724.0,dcs:DataCollectionPlatformKbase,kb|g.24422
bio/ROTDE,"""Rothia dentocariosa ATCC 17931""","""Rothia dentocariosa ATCC 17931 (762948.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,dcs:OxygenRequirementStatusMicroaerophile,dcs:MicrobialMetabolismTypeFermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,572,1115,891,chenry,2016-04-15,,649633093.0,762948.0,dcs:DataCollectionPlatformKbase,kb|g.3274
bio/ROTMU,"""Rothia mucilaginosa DY-18""","""Rothia mucilaginosa DY-18 (680646.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,dcs:OxygenRequirementStatusMicroaerophile,dcs:MicrobialMetabolismTypeFermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,548,1068,844,chenry,2016-04-15,,646311951.0,680646.0,dcs:DataCollectionPlatformKbase,kb|g.2950
bio/RUDLU,"""Rudanella lutea DSM 19387""","""Rudanella lutea DSM 19387 (1089547.3)""",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory_non_fermentative,dcs:BacteriaGramStainTypeNegative,,960,1341,1106,,,,,1089547.0,dcs:DataCollectionPlatformKbase,kb|g.29244
bio/RUMBA,"""Ruminococcaceae bacterium D16""","""Ruminococcaceae bacterium D16 (552398.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeUncharacterized,dcs:BacteriaGramStainTypeUncharacterized,dcs:PathogenMethodOfInvasionUncharacterized,652,1643,1197,Ines Thiele,2012-06-29,2.0,2562617183.0,552398.0,dcs:DataCollectionPlatformKbase,
bio/RUMAL,"""Ruminococcus albus 7 = DSM 20455""","""Ruminococcus albus 7 (697329.5)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,723,1179,973,Laura Kutt,2016-04-18,,,697329.0,dcs:DataCollectionPlatformKbase,kb|g.242552
bio/RUMBI,"""Ruminococcus bicirculans 80/3""","""nan""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,532,1032,816,Eugen Bauer,2014-06-01,,2585427614.0,1160721.0,dcs:DataCollectionPlatformKbase,
bio/RUMBR,"""Ruminococcus bromii L2-63""","""Ruminococcus bromii L2-63 (657321.5)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,480,1078,863,Ines Thiele,2012-04-20,1.0,650377966.0,657321.0,dcs:DataCollectionPlatformKbase,
bio/RUMCA,"""Ruminococcus callidus ATCC 2776001""","""nan""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,565,1142,912,Laura Kutt,2016-04-18,,2597490297.0,411473.0,dcs:DataCollectionPlatformModelSEED,kb|g.215865
bio/RUMCH,"""Ruminococcus champanellensis 18P13""","""Ruminococcus sp. 18P13 (213810.4)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,486,882,765,Ines Thiele,2012-06-25,1.0,650377969.0,213810.0,dcs:DataCollectionPlatformModelSEED,
bio/RUMFL,"""Ruminococcus flavefaciens ATCC 19208""","""nan""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,627,1169,951,Laura Kutt,2016-04-18,,,1336236.0,dcs:DataCollectionPlatformKbase,kb|g.210295
bio/RUMFL,"""Ruminococcus flavefaciens FD-1""","""Ruminococcus flavefaciens FD-1 (641112.4)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,733,1148,940,Laura Kutt,2016-05-30,,645951829.0,641112.0,dcs:DataCollectionPlatformKbase,kb|g.2724
bio/RUMGA,"""Ruminococcus gauvreauii DSM 19829""","""nan""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,955,1275,1034,Laura Kutt,2016-04-18,,,1123075.0,dcs:DataCollectionPlatformKbase,kb|g.207264
bio/RUMGN,"""Ruminococcus gnavus ATCC 29149""","""Ruminococcus gnavus ATCC 29149 (411470.6)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,768,2225,1339,Ines Thiele,2012-06-25,4.0,640963057.0,411470.0,dcs:DataCollectionPlatformKbase,
bio/RUMLA,"""Ruminococcus lactaris ATCC 29176""","""Ruminococcus lactaris ATCC 29176 (471875.6)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,608,2046,1255,Ines Thiele,2012-04-20,1.0,642791604.0,471875.0,dcs:DataCollectionPlatformKbase,
bio/RUMOB,"""Ruminococcus obeum A2-162""","""Ruminococcus obeum A2-162 (657314.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,765,1635,1177,Ines Thiele,2012-04-20,1.0,650377967.0,657314.0,dcs:DataCollectionPlatformKbase,
